,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,positioning,vision,penalties,aggression,interceptions,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,preferred_foot_encoded,attacking_work_rate_encoded,defensive_work_rate_encoded,player_role
170294,74,71,38,76,75.0,84,80.0,73,74,79,79,76,85.0,75,81.0,77,64.0,68,57,76,73,80.0,73,62,39,28,39,35.0,6,9,7,7,8,1,2.0,1.0,5
93492,57,60,57,73,37.0,67,56.0,35,70,69,74,74,75.0,73,79.0,64,82.0,82,83,61,69,73.0,50,79,77,63,76,67.0,13,8,11,14,6,1,2.0,2.0,3
6150,60,31,59,60,38.0,60,56.0,33,55,61,73,75,70.0,65,72.0,61,77.0,83,73,30,34,35.0,38,72,61,63,64,63.0,13,11,11,10,5,1,1.0,1.0,4
95259,70,51,41,72,52.0,66,67.0,71,69,68,66,67,76.0,63,61.0,59,57.0,71,66,57,59,72.0,73,57,22,36,46,41.0,6,12,16,11,15,0,2.0,0.0,4
63334,64,63,47,63,64.0,76,62.0,65,55,76,88,86,90.0,67,92.0,68,33.0,74,50,65,64,61.0,56,30,15,15,13,12.0,9,8,14,6,11,1,1.0,0.0,4
135869,65,67,71,68,55.0,72,59.0,55,60,68,92,82,82.0,66,63.0,68,81.0,57,65,57,70,56.0,73,51,31,33,31,32.0,7,8,8,7,15,1,2.0,0.0,4
113211,76,78,54,85,83.0,90,80.0,74,75,90,76,68,87.0,85,84.0,68,70.0,68,64,62,84,84.0,65,48,53,16,29,26.0,14,7,12,6,10,1,1.0,1.0,7
117669,77,64,59,73,62.0,80,66.0,73,67,78,85,80,81.0,71,81.0,75,67.0,77,58,72,70,75.0,69,45,39,36,30,25.0,13,14,12,10,11,1,2.0,1.0,4
157784,47,42,39,62,48.0,63,46.0,40,50,62,70,68,70.0,55,61.0,53,33.0,71,35,44,49,59.0,56,41,34,28,46,30.0,16,10,13,11,14,0,1.0,1.0,4
26637,46,56,50,63,32.0,61,61.0,32,52,69,63,64,54.0,56,65.0,66,74.0,70,62,66,31,58.0,39,46,54,56,67,55.0,8,7,10,10,15,1,1.0,1.0,4
60162,67,62,66,77,61.0,78,70.0,64,75,79,52,55,53.0,70,56.0,73,32.0,75,89,71,56,75.0,76,76,72,66,72,60.0,7,14,6,7,12,1,1.0,1.0,1
178681,75,74,43,71,51.0,86,54.0,51,63,85,88,89,85.0,71,79.0,69,50.0,78,67,60,73,66.0,66,64,23,27,30,39.0,15,10,15,11,10,1,1.0,0.0,4
145173,67,60,48,72,64.0,74,65.0,67,69,77,88,64,82.0,62,79.0,74,78.0,66,58,61,64,65.0,45,56,44,26,32,30.0,10,14,10,9,14,1,1.0,1.0,4
75207,65,64,69,78,59.0,72,69.0,58,75,75,68,68,65.0,74,73.0,72,72.0,85,77,69,61,73.0,57,83,76,70,72,66.0,9,15,8,10,9,1,1.0,1.0,1
1613,72,55,68,64,57.0,63,64.0,63,66,59,77,83,75.0,64,71.0,65,80.0,90,75,62,68,74.0,70,83,59,62,67,66.0,15,8,6,10,11,1,2.0,1.0,2
160520,64,76,60,68,75.0,69,73.0,60,44,79,54,64,60.0,69,78.0,82,66.0,55,54,76,80,69.0,76,45,24,24,28,24.0,14,12,6,5,5,1,1.0,0.0,7
103998,53,47,68,75,32.0,67,52.0,38,75,70,54,67,58.0,68,62.0,62,70.0,87,80,51,57,67.0,43,82,76,68,74,73.0,7,11,9,12,9,1,1.0,2.0,1
11628,69,27,57,65,34.0,58,45.0,32,62,66,69,69,66.0,66,62.0,52,53.0,75,55,38,48,44.0,40,68,64,63,68,66.0,9,13,13,9,10,1,2.0,1.0,4
46837,64,42,69,60,42.0,47,51.0,61,57,59,55,54,58.0,62,58.0,58,65.0,67,75,49,50,50.0,42,71,54,61,59,60.0,10,13,11,16,11,1,,,4
129229,61,59,42,77,56.0,63,76.0,68,78,76,69,62,71.0,72,80.0,71,67.0,77,73,70,66,77.0,67,63,69,68,73,70.0,8,9,8,7,8,0,1.0,1.0,3
1141,69,57,47,85,47.0,60,81.0,72,82,73,49,38,61.0,70,59.0,77,33.0,66,61,73,64,76.0,63,70,68,68,71,65.0,10,8,6,11,10,1,1.0,1.0,3
11264,75,75,61,78,80.0,83,77.0,70,60,78,91,86,84.0,81,78.0,85,72.0,72,64,83,78,75.0,81,64,43,23,32,39.0,7,11,12,9,12,1,1.0,1.0,4
83944,88,51,68,79,66.0,71,90.0,86,87,78,55,62,68.0,79,76.0,88,82.0,81,76,79,72,82.0,75,76,78,76,79,73.0,15,15,14,16,8,1,0.0,1.0,1
172207,39,60,67,44,58.0,54,31.0,48,26,55,82,81,76.0,60,71.0,59,72.0,68,76,43,61,46.0,57,65,39,10,14,16.0,16,16,14,6,16,1,2.0,1.0,4
80528,59,72,71,63,70.0,63,49.0,33,36,64,85,79,74.0,69,63.0,73,64.0,73,72,64,70,55.0,70,60,37,30,19,21.0,9,6,13,16,15,1,1.0,0.0,4
23057,67,64,59,66,61.0,66,60.0,64,62,64,73,74,78.0,68,74.0,62,77.0,78,64,63,66,66.0,65,64,67,73,69,67.0,13,15,9,16,14,1,2.0,1.0,2
109303,15,14,13,31,13.0,14,12.0,14,27,17,38,32,55.0,55,62.0,23,55.0,25,72,17,11,27.0,16,21,21,13,13,15.0,66,66,65,64,65,1,1.0,1.0,0
112904,61,65,45,63,61.0,75,66.0,62,58,73,83,76,83.0,70,85.0,66,63.0,52,34,64,70,60.0,64,49,22,27,24,36.0,6,15,16,10,6,1,2.0,1.0,4
17761,76,58,60,72,63.0,72,73.0,72,75,76,61,66,59.0,70,51.0,84,46.0,58,76,70,66,76.0,60,60,47,41,46,39.0,9,9,9,9,9,0,1.0,1.0,5
63769,44,37,66,69,38.0,57,35.0,50,64,68,60,55,61.0,61,52.0,45,53.0,55,71,36,29,52.0,52,65,63,63,68,67.0,7,15,12,11,11,1,1.0,1.0,3
119600,45,32,77,61,32.0,39,48.0,45,68,61,32,46,31.0,76,39.0,60,58.0,56,86,61,33,55.0,54,76,75,75,77,70.0,10,10,11,8,14,1,1.0,1.0,1
154646,56,51,48,62,43.0,65,49.0,40,55,63,77,75,80.0,58,81.0,51,66.0,77,43,43,53,58.0,52,46,45,32,39,35.0,12,14,9,6,15,1,2.0,1.0,4
105425,73,52,64,69,54.0,70,72.0,60,68,71,76,80,76.0,59,58.0,68,63.0,70,75,68,67,69.0,67,69,66,56,50,56.0,12,7,12,13,9,1,2.0,1.0,2
130716,81,65,42,70,70.0,69,84.0,80,78,74,70,68,69.0,50,60.0,83,44.0,60,61,75,58,68.0,72,52,46,40,37,38.0,14,7,12,12,15,1,1.0,1.0,4
121746,67,73,55,73,69.0,85,85.0,90,65,82,91,89,82.0,81,84.0,88,74.0,79,78,81,76,74.0,66,62,21,24,31,20.0,8,14,6,12,10,1,2.0,0.0,4
63913,69,71,64,70,49.0,70,63.0,72,58,70,74,76,69.0,72,61.0,79,61.0,82,73,74,70,64.0,59,63,56,32,44,22.0,8,7,6,10,16,1,1.0,0.0,4
96744,63,86,85,73,87.0,69,73.0,64,44,75,65,67,65.0,85,62.0,86,77.0,68,77,78,86,61.0,56,65,27,20,33,23.0,7,12,6,9,11,1,1.0,1.0,7
63952,54,60,54,67,63.0,65,60.0,48,63,64,74,75,71.0,63,60.0,69,62.0,86,75,65,58,60.0,66,55,50,59,64,59.0,16,16,9,8,13,1,2.0,2.0,4
14349,72,63,36,65,70.0,76,77.0,66,59,70,88,86,89.0,64,83.0,75,83.0,66,56,73,60,51.0,46,26,27,15,20,15.0,13,13,6,12,8,1,2.0,1.0,6
83851,66,68,56,67,70.0,76,78.0,78,58,75,75,77,72.0,69,73.0,84,58.0,74,72,74,67,70.0,57,63,49,45,50,49.0,7,6,14,10,8,0,2.0,1.0,6
45974,74,30,64,73,23.0,57,49.0,33,60,72,63,69,68.0,72,70.0,56,75.0,68,63,21,42,53.0,46,67,74,76,78,75.0,14,6,6,9,9,0,1.0,1.0,1
92827,32,68,67,57,44.0,64,37.0,32,43,64,74,66,59.0,50,51.0,68,57.0,73,74,61,68,58.0,63,27,30,12,17,19.0,13,8,8,12,15,1,2.0,1.0,4
76074,66,49,68,66,42.0,64,47.0,37,64,65,68,66,62.0,68,71.0,53,71.0,73,66,44,61,61.0,51,71,69,74,73,74.0,10,7,9,9,8,1,1.0,1.0,1
80799,65,58,58,73,49.0,73,66.0,65,72,75,76,64,75.0,69,76.0,71,81.0,89,78,69,64,67.0,62,79,68,68,69,66.0,8,9,9,16,9,1,2.0,2.0,3
99540,44,74,75,62,66.0,67,46.0,39,47,72,67,68,65.0,67,39.0,75,74.0,69,79,62,70,57.0,71,59,21,27,22,30.0,11,9,10,10,14,1,2.0,1.0,4
182785,53,68,74,57,61.0,64,46.0,48,37,62,62,72,52.0,67,32.0,67,67.0,65,87,58,62,54.0,59,58,28,18,29,16.0,12,13,8,11,9,0,1.0,0.0,4
4111,69,67,65,74,68.0,74,79.0,75,72,76,71,71,72.0,70,78.0,87,61.0,45,55,78,71,75.0,73,46,51,50,61,54.0,10,12,14,14,12,0,1.0,0.0,5
142743,59,59,36,63,35.0,66,28.0,42,53,64,92,90,71.0,46,68.0,52,54.0,71,71,45,58,61.0,53,64,24,16,16,15.0,13,15,11,10,10,1,1.0,0.0,4
180925,77,79,49,81,67.0,86,83.0,77,78,85,93,88,83.0,77,81.0,78,66.0,79,59,84,73,80.0,75,48,37,21,38,31.0,5,11,15,9,9,1,1.0,1.0,4
114098,27,31,71,58,37.0,38,26.0,33,43,58,33,41,30.0,62,59.0,59,72.0,70,71,39,32,42.0,37,63,72,64,72,70.0,13,6,9,10,9,1,1.0,2.0,4
96614,52,64,71,51,56.0,51,52.0,44,48,56,68,71,33.0,62,53.0,73,73.0,66,92,58,66,54.0,62,64,42,24,23,20.0,12,10,7,11,13,1,1.0,1.0,4
45838,63,70,76,69,60.0,74,67.0,62,64,72,69,75,74.0,70,66.0,72,75.0,74,73,66,68,72.0,66,66,49,15,40,20.0,10,11,14,13,16,1,1.0,0.0,5
166499,72,24,54,75,34.0,65,43.0,29,69,66,69,70,72.0,69,66.0,42,52.0,66,59,28,53,69.0,35,72,74,75,75,73.0,10,14,9,15,9,1,2.0,1.0,3
143476,50,25,58,41,26.0,28,25.0,22,35,33,57,58,33.0,51,44.0,32,61.0,64,73,20,39,22.0,32,45,50,57,57,55.0,9,15,8,11,10,0,1.0,1.0,4
156234,12,13,12,36,11.0,11,11.0,15,38,32,52,41,45.0,75,42.0,40,71.0,29,64,16,16,45.0,17,16,17,18,14,13.0,72,69,65,71,72,1,1.0,1.0,0
13659,64,79,61,65,77.0,87,82.0,65,56,85,86,83,87.0,82,85.0,78,54.0,69,59,82,79,69.0,55,41,45,46,51,44.0,13,10,9,8,16,1,1.0,0.0,7
95843,78,81,69,81,68.0,80,79.0,76,67,81,82,81,73.0,81,81.0,84,77.0,90,81,80,80,80.0,72,75,44,17,50,33.0,8,7,9,7,12,0,2.0,2.0,4
12269,49,29,74,68,25.0,59,32.0,22,61,66,62,68,50.0,71,59.0,31,71.0,65,68,20,30,51.0,38,70,68,72,80,76.0,10,12,8,6,8,1,1.0,1.0,1
103344,12,11,11,27,11.0,16,19.0,13,27,24,33,33,53.0,65,55.0,19,59.0,31,69,15,14,35.0,21,29,22,13,12,16.0,69,66,65,72,67,0,1.0,1.0,0
9144,57,45,55,68,51.0,63,53.0,63,65,67,68,65,76.0,67,84.0,68,89.0,84,66,62,56,60.0,48,85,66,72,74,71.0,6,13,6,13,7,1,1.0,2.0,3
6640,78,68,60,76,72.0,83,79.0,74,68,83,84,86,80.0,66,78.0,73,66.0,69,76,78,72,70.0,76,62,40,24,31,24.0,9,14,7,12,9,0,1.0,0.0,6
60627,59,53,44,69,58.0,68,63.0,67,64,67,74,66,90.0,65,96.0,65,59.0,72,28,59,60,66.0,47,63,64,57,64,59.0,14,16,10,16,16,1,1.0,1.0,3
42742,77,65,62,82,70.0,75,75.0,67,75,79,77,74,75.0,76,72.0,72,67.0,77,62,74,79,80.0,56,64,58,40,58,61.0,6,6,10,14,10,1,1.0,1.0,4
28545,61,29,39,64,31.0,63,63.0,58,61,64,71,71,73.0,64,74.0,42,82.0,71,71,43,60,64.0,18,59,60,55,65,61.0,16,15,6,16,10,1,1.0,2.0,4
91036,62,47,68,65,39.0,65,52.0,45,64,67,65,68,67.0,70,62.0,68,84.0,74,78,51,58,65.0,55,73,71,68,72,72.0,6,11,15,14,8,1,1.0,1.0,1
27803,58,40,59,66,30.0,62,40.0,34,62,67,74,68,73.0,62,72.0,57,73.0,64,60,50,53,60.0,55,58,55,57,62,59.0,8,8,10,13,11,0,1.0,1.0,4
109603,51,55,59,62,42.0,51,33.0,62,53,62,72,53,63.0,70,66.0,64,74.0,81,64,51,55,65.0,51,80,64,62,65,63.0,16,7,13,10,14,1,0.0,2.0,4
127591,64,66,63,62,65.0,74,64.0,67,60,71,76,74,72.0,65,67.0,70,75.0,73,68,68,67,63.0,55,38,12,11,24,19.0,14,13,16,13,12,0,1.0,0.0,4
121351,63,71,66,64,69.0,70,65.0,57,45,65,81,80,78.0,64,65.0,76,82.0,57,65,67,68,56.0,67,45,18,15,18,13.0,12,14,9,7,9,1,1.0,1.0,4
79841,62,55,75,78,50.0,69,64.0,74,74,73,52,55,59.0,73,50.0,77,52.0,77,76,69,67,74.0,79,66,69,69,74,67.0,13,15,11,14,8,1,1.0,1.0,1
182339,39,72,55,75,46.0,73,42.0,42,60,74,78,70,75.0,66,66.0,75,81.0,60,73,65,70,54.0,60,87,44,23,24,23.0,6,6,12,15,11,1,2.0,2.0,4
54245,13,17,12,36,12.0,11,14.0,12,35,20,55,50,60.0,80,61.0,20,84.0,34,62,13,12,45.0,22,36,22,19,12,14.0,82,74,66,78,86,0,1.0,1.0,0
12901,23,22,69,52,23.0,34,22.0,31,49,45,66,64,58.0,60,55.0,31,68.0,80,85,27,30,30.0,21,81,65,65,68,63.0,9,12,12,14,7,1,1.0,2.0,4
67650,70,50,59,77,62.0,69,60.0,64,77,75,69,69,69.0,65,68.0,59,61.0,70,56,64,63,80.0,52,68,58,58,64,70.0,7,15,10,7,15,1,1.0,1.0,4
128517,52,76,76,60,73.0,68,41.0,37,37,67,83,86,77.0,75,58.0,83,68.0,86,85,63,76,59.0,68,80,26,23,34,28.0,14,7,13,11,11,1,2.0,1.0,7
168400,55,43,70,60,36.0,50,28.0,36,60,59,55,60,55.0,67,45.0,61,73.0,68,87,44,48,50.0,39,60,66,69,68,66.0,9,16,9,7,14,0,1.0,2.0,1
113464,75,27,60,71,53.0,69,63.0,60,69,71,88,84,86.0,75,92.0,69,92.0,92,32,73,59,47.0,60,73,73,74,75,77.0,13,5,9,8,14,0,2.0,1.0,2
7917,48,47,67,69,57.0,65,32.0,35,65,68,67,70,60.0,72,59.0,58,79.0,80,77,52,57,62.0,33,67,76,76,76,77.0,14,6,10,11,7,1,1.0,2.0,1
174579,76,60,56,73,68.0,80,79.0,74,70,79,86,81,88.0,72,88.0,66,72.0,79,58,70,72,69.0,68,72,70,66,74,76.0,3,5,3,3,5,0,2.0,1.0,2
99617,63,61,53,76,64.0,67,71.0,64,72,69,69,71,64.0,73,78.0,79,57.0,78,59,69,71,69.0,54,75,68,53,59,55.0,11,12,12,8,7,1,2.0,2.0,4
115765,65,40,58,61,25.0,62,55.0,32,58,64,74,77,71.0,55,72.0,34,75.0,70,56,31,54,58.0,32,61,56,62,63,65.0,16,9,13,15,12,1,2.0,1.0,2
68177,65,71,78,66,65.0,70,47.0,46,59,72,64,69,63.0,69,63.0,72,82.0,73,85,64,78,61.0,63,81,48,13,24,22.0,7,7,7,12,16,1,2.0,1.0,7
141505,64,43,65,60,49.0,67,52.0,45,69,67,76,78,70.0,66,89.0,79,80.0,77,71,49,62,62.0,59,79,70,68,68,70.0,9,7,16,10,9,1,1.0,1.0,1
5,80,53,58,71,40.0,73,70.0,69,68,71,79,78,78.0,67,90.0,71,85.0,79,56,62,60,66.0,59,68,67,76,75,78.0,14,7,9,9,12,0,2.0,1.0,2
151753,62,48,54,72,42.0,68,50.0,34,70,72,55,65,71.0,63,73.0,56,58.0,69,69,53,43,68.0,32,59,63,59,64,58.0,13,14,9,14,16,0,1.0,2.0,3
157137,49,13,76,63,30.0,60,61.0,63,67,65,69,69,61.0,76,62.0,78,78.0,55,79,48,29,52.0,43,80,79,80,80,78.0,14,9,12,6,14,0,0.0,1.0,1
23265,64,11,67,62,34.0,57,38.0,31,48,62,62,72,60.0,64,63.0,17,62.0,82,80,17,47,52.0,14,69,55,69,69,64.0,12,9,11,14,10,0,1.0,2.0,1
132330,78,63,42,78,63.0,81,81.0,77,77,83,77,74,80.0,75,82.0,71,70.0,75,60,70,78,80.0,76,49,42,29,41,31.0,12,16,11,7,15,0,1.0,1.0,4
61021,28,56,86,65,47.0,58,48.0,27,61,64,69,70,67.0,84,51.0,63,82.0,68,79,66,45,56.0,53,78,85,83,85,86.0,5,12,9,5,12,1,1.0,1.0,1
166860,80,67,62,74,70.0,77,80.0,75,75,77,76,75,73.0,73,75.0,79,42.0,77,63,75,71,76.0,68,39,49,44,29,39.0,10,12,16,16,9,0,1.0,1.0,4
115509,54,30,52,64,40.0,63,42.0,39,62,64,73,69,76.0,61,75.0,59,56.0,61,46,45,55,63.0,40,62,61,61,54,56.0,13,9,7,7,15,1,2.0,2.0,4
577,75,50,66,78,65.0,71,68.0,57,74,74,79,79,79.0,76,72.0,71,76.0,69,75,64,68,57.0,50,73,77,70,75,74.0,12,15,10,11,14,1,2.0,1.0,1
4918,64,54,64,74,60.0,70,62.0,58,72,76,69,74,68.0,70,68.0,70,58.0,69,64,64,68,68.0,64,68,68,58,66,66.0,12,6,15,8,8,1,1.0,1.0,2
173312,45,72,76,60,75.0,65,52.0,54,44,73,55,64,64.0,74,56.0,76,72.0,68,77,67,75,51.0,83,74,34,17,37,15.0,12,12,11,9,11,1,1.0,1.0,7
97923,15,11,12,35,14.0,11,11.0,13,34,22,49,48,52.0,55,52.0,23,53.0,34,78,11,14,53.0,21,24,21,13,20,19.0,65,61,60,64,70,1,1.0,1.0,0
128468,40,55,69,72,41.0,69,60.0,59,70,72,76,76,74.0,69,71.0,71,87.0,79,77,65,69,65.0,67,68,69,41,59,65.0,7,10,13,6,11,1,1.0,1.0,4
164257,68,85,88,76,82.0,69,66.0,49,59,71,63,67,48.0,83,45.0,82,79.0,86,80,73,84,75.0,79,77,44,26,50,41.0,6,7,5,11,12,1,2.0,2.0,4
9642,77,53,56,82,47.0,51,62.0,66,80,81,57,54,58.0,79,69.0,68,77.0,32,72,61,58,80.0,60,67,71,58,72,59.0,9,11,6,12,15,1,1.0,2.0,3
92705,65,56,61,75,67.0,70,54.0,67,71,75,70,68,72.0,69,73.0,67,63.0,78,67,74,68,72.0,66,71,70,59,69,63.0,6,5,6,14,10,1,1.0,1.0,3
112620,46,34,63,56,49.0,37,34.0,32,52,45,48,34,76.0,57,59.0,36,66.0,82,70,40,51,59.0,38,75,68,68,68,63.0,13,14,8,13,12,0,1.0,2.0,1
54271,72,42,68,69,69.0,70,76.0,59,63,73,79,79,75.0,60,71.0,75,55.0,78,55,75,60,60.0,59,64,60,67,76,77.0,7,5,8,9,5,0,1.0,1.0,1
176826,41,72,80,61,45.0,60,33.0,23,44,64,65,67,62.0,66,61.0,69,77.0,70,79,35,68,57.0,63,31,23,22,19,23.0,9,9,9,13,11,1,2.0,1.0,4
108389,58,42,65,67,64.0,60,72.0,71,70,64,55,62,61.0,63,48.0,70,64.0,57,77,67,58,69.0,53,63,65,59,61,58.0,14,16,10,10,6,1,1.0,1.0,3
61534,31,38,69,53,31.0,49,33.0,30,49,59,54,52,57.0,65,61.0,42,70.0,62,75,35,25,34.0,39,70,63,67,66,64.0,15,7,15,11,12,1,0.0,1.0,1
61069,54,45,65,67,52.0,57,58.0,53,66,65,51,52,52.0,65,51.0,64,65.0,68,85,60,50,62.0,59,71,68,62,67,61.0,12,12,7,6,11,1,1.0,1.0,3
34990,69,67,37,77,57.0,84,67.0,58,68,81,72,68,73.0,70,74.0,48,56.0,60,49,58,71,80.0,55,61,54,40,57,55.0,12,15,16,7,13,1,1.0,1.0,4
54305,71,41,77,62,31.0,59,69.0,47,62,59,63,67,56.0,74,53.0,70,71.0,69,78,57,50,38.0,48,62,82,79,80,80.0,9,5,4,6,4,0,1.0,1.0,1
112481,78,77,74,86,79.0,82,80.0,72,78,85,75,77,76.0,82,63.0,76,72.0,78,69,78,83,84.0,70,56,62,56,64,60.0,8,6,4,14,14,1,2.0,1.0,2
60891,49,50,81,53,23.0,27,39.0,33,51,66,52,34,34.0,75,33.0,44,67.0,67,79,30,45,52.0,49,79,76,77,81,69.0,6,11,12,10,13,1,0.0,2.0,1
129152,66,71,69,71,72.0,73,68.0,56,59,74,74,77,69.0,68,49.0,81,66.0,62,85,64,73,70.0,82,71,43,29,26,27.0,11,16,8,7,6,1,2.0,1.0,6
64,57,21,68,65,48.0,56,38.0,40,61,62,33,34,62.0,57,41.0,59,71.0,49,90,29,26,54.0,37,70,62,72,71,68.0,15,12,13,12,11,1,1.0,1.0,1
143433,64,59,52,65,52.0,68,69.0,67,58,65,70,69,60.0,58,74.0,67,74.0,71,57,61,67,67.0,66,65,50,26,34,35.0,15,12,12,12,16,1,1.0,0.0,4
109259,42,23,71,63,49.0,52,49.0,52,61,57,49,54,57.0,72,56.0,59,58.0,67,82,21,29,51.0,46,78,76,74,76,77.0,6,10,10,8,16,1,1.0,1.0,1
179479,41,59,65,64,64.0,61,26.0,40,49,61,45,52,54.0,63,57.0,62,63.0,50,86,55,76,66.0,63,76,53,23,21,20.0,16,16,9,9,7,1,2.0,0.0,4
67990,56,40,58,69,44.0,71,62.0,50,68,71,74,68,78.0,72,78.0,42,80.0,74,59,39,29,67.0,46,74,73,68,70,70.0,16,15,14,16,7,1,1.0,1.0,3
35668,85,75,63,91,72.0,79,85.0,84,86,86,61,55,74.0,74,69.0,78,57.0,80,73,81,79,87.0,83,72,72,52,55,51.0,5,9,12,14,8,1,1.0,1.0,4
125906,50,25,64,58,25.0,51,32.0,17,58,58,66,66,34.0,62,32.0,28,71.0,69,79,28,25,11.0,32,68,62,65,67,61.0,11,13,7,10,13,1,1.0,2.0,4
22922,72,57,87,68,48.0,58,70.0,48,56,66,63,66,57.0,85,47.0,73,83.0,78,85,62,61,57.0,58,90,85,87,87,85.0,15,9,13,11,13,1,2.0,1.0,1
14004,63,70,59,65,64.0,72,59.0,62,59,69,78,80,76.0,67,74.0,68,69.0,60,58,71,69,64.0,65,42,24,14,22,20.0,8,7,11,8,14,1,1.0,1.0,4
177498,32,61,58,47,43.0,52,37.0,28,30,57,69,69,63.0,62,73.0,55,61.0,71,49,58,55,43.0,63,27,15,13,18,15.0,12,8,12,8,9,1,2.0,1.0,4
109421,15,14,10,30,14.0,17,18.0,12,38,18,38,50,37.0,80,43.0,22,82.0,35,79,10,11,57.0,25,43,22,10,13,10.0,84,80,82,78,85,1,1.0,1.0,0
128721,60,76,69,67,71.0,81,55.0,45,52,80,82,85,77.0,72,76.0,64,51.0,49,53,72,77,55.0,66,36,13,26,16,17.0,9,12,6,13,16,0,2.0,1.0,7
115403,59,45,58,66,14.0,67,54.0,63,69,66,74,69,60.0,69,70.0,69,65.0,72,72,54,34,55.0,60,69,64,70,68,67.0,7,8,14,10,12,0,2.0,1.0,3
10632,79,41,73,74,45.0,70,66.0,42,72,72,68,70,67.0,75,67.0,67,77.0,76,68,63,65,67.0,43,81,78,79,80,78.0,14,6,7,12,8,1,1.0,2.0,1
182145,67,66,28,77,69.0,87,81.0,67,53,80,91,86,88.0,64,92.0,76,65.0,54,42,74,66,60.0,57,37,16,13,17,20.0,11,6,16,12,16,1,1.0,0.0,6
92667,60,49,38,58,56.0,64,49.0,38,54,63,92,91,71.0,58,82.0,59,80.0,64,40,52,58,60.0,54,29,24,20,23,26.0,12,15,12,10,6,0,1.0,1.0,4
553,69,72,64,69,63.0,76,69.0,49,64,73,85,84,78.0,65,74.0,76,71.0,72,70,70,71,74.0,52,68,26,20,29,27.0,11,16,13,12,16,0,1.0,1.0,5
9913,59,51,59,71,58.0,61,48.0,58,67,71,75,75,76.0,67,73.0,71,80.0,90,78,65,55,60.0,57,67,66,61,65,69.0,9,13,7,7,8,1,1.0,2.0,3
31096,43,29,70,50,42.0,44,40.0,28,52,58,52,66,47.0,69,73.0,59,79.0,68,73,48,26,39.0,61,75,74,73,75,75.0,13,11,10,12,8,1,1.0,1.0,1
99395,61,62,52,69,62.0,73,69.0,59,57,71,86,78,81.0,67,79.0,71,68.0,67,47,61,62,70.0,71,58,37,39,45,48.0,12,10,13,13,7,0,1.0,1.0,4
157047,68,79,65,71,65.0,80,52.0,55,48,78,72,76,72.0,76,71.0,63,70.0,67,54,66,78,68.0,69,61,44,18,37,32.0,9,8,14,8,15,1,1.0,1.0,6
104828,65,66,52,67,69.0,73,79.0,74,73,77,66,69,73.0,68,54.0,68,62.0,65,60,67,61,71.0,52,56,59,49,52,54.0,12,8,14,7,9,1,1.0,0.0,5
14304,74,70,59,70,61.0,78,76.0,75,60,76,80,73,91.0,70,81.0,73,74.0,73,49,70,72,69.0,68,78,32,15,30,28.0,14,14,8,11,8,0,2.0,2.0,4
115516,68,37,76,65,65.0,60,72.0,41,65,65,79,83,85.0,78,77.0,71,93.0,69,72,59,47,58.0,50,80,84,85,85,86.0,2,3,4,2,4,1,1.0,2.0,1
93058,65,52,39,71,46.0,57,67.0,65,69,66,66,63,75.0,67,76.0,58,61.0,56,69,59,61,62.0,58,59,56,38,56,46.0,10,12,14,9,7,1,1.0,1.0,4
24688,67,71,77,72,60.0,73,68.0,48,64,72,78,88,75.0,73,65.0,76,90.0,81,78,67,69,72.0,61,68,49,17,24,22.0,13,7,15,7,15,1,1.0,0.0,4
99365,34,21,78,59,22.0,49,31.0,24,64,69,68,69,51.0,75,59.0,63,81.0,55,84,36,22,37.0,40,82,82,79,80,80.0,5,6,4,9,10,0,1.0,2.0,1
87986,84,56,60,78,59.0,77,80.0,49,81,76,85,90,83.0,78,85.0,58,75.0,82,62,59,72,70.0,52,74,76,77,79,82.0,13,10,9,12,9,0,2.0,1.0,2
68057,77,73,53,78,77.0,75,90.0,84,76,79,75,72,77.0,77,66.0,82,42.0,77,62,76,74,88.0,74,60,59,40,44,36.0,11,7,11,8,14,0,2.0,0.0,4
113245,62,86,83,69,78.0,74,68.0,36,50,75,68,75,64.0,80,55.0,82,76.0,69,86,78,87,62.0,74,72,20,20,24,20.0,8,8,9,7,14,1,2.0,1.0,7
166258,72,66,62,80,64.0,74,70.0,73,78,78,71,66,74.0,78,78.0,76,71.0,81,66,75,72,80.0,69,81,81,74,74,71.0,7,6,14,16,10,1,1.0,1.0,1
58820,62,37,50,66,35.0,62,64.0,66,64,67,72,68,79.0,63,75.0,71,54.0,69,52,68,56,66.0,52,68,64,57,64,63.0,10,9,8,14,12,1,1.0,1.0,3
148258,64,39,42,58,33.0,56,52.0,41,58,61,78,87,73.0,61,70.0,51,78.0,86,75,47,35,34.0,47,62,55,61,65,66.0,14,15,12,7,15,1,2.0,1.0,2
60615,53,52,56,63,47.0,59,44.0,45,61,62,71,67,76.0,63,78.0,57,68.0,89,52,58,64,66.0,43,66,56,36,52,45.0,11,12,12,8,14,1,2.0,2.0,4
176842,8,15,9,24,7.0,14,9.0,4,25,15,36,42,32.0,70,35.0,23,72.0,31,59,6,10,37.0,22,11,15,11,10,10.0,70,68,66,67,72,1,1.0,1.0,0
